freq,landuse,unit,geo\TIME_PERIOD	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 	2024 
A,L0008,KM2,AL	: 	: 	: 	: 	: 	: 	: 	: 	28106 e	28106 e	28106 e	28106 e
A,L0008,KM2,AL0	: 	: 	: 	: 	: 	: 	: 	: 	28106 e	28106 e	28106 e	28106 e
A,L0008,KM2,AL01	: 	: 	: 	: 	: 	: 	: 	: 	10509 e	10509 e	10509 e	10509 e
A,L0008,KM2,AL011	: 	: 	: 	: 	: 	: 	: 	: 	1638 e	1638 e	1638 e	1638 e
A,L0008,KM2,AL012	: 	: 	: 	: 	: 	: 	: 	: 	3315 e	3315 e	3315 e	3315 e
A,L0008,KM2,AL013	: 	: 	: 	: 	: 	: 	: 	: 	2455 e	2455 e	2455 e	2455 e
A,L0008,KM2,AL014	: 	: 	: 	: 	: 	: 	: 	: 	2339 e	2339 e	2339 e	2339 e
A,L0008,KM2,AL015	: 	: 	: 	: 	: 	: 	: 	: 	762 e	762 e	762 e	762 e
A,L0008,KM2,AL02	: 	: 	: 	: 	: 	: 	: 	: 	4934 e	4934 e	4934 e	4934 e
A,L0008,KM2,AL021	: 	: 	: 	: 	: 	: 	: 	: 	3293 e	3293 e	3293 e	3293 e
A,L0008,KM2,AL022	: 	: 	: 	: 	: 	: 	: 	: 	1641 e	1641 e	1641 e	1641 e
A,L0008,KM2,AL03	: 	: 	: 	: 	: 	: 	: 	: 	12663 e	12663 e	12663 e	12663 e
A,L0008,KM2,AL031	: 	: 	: 	: 	: 	: 	: 	: 	1809 e	1809 e	1809 e	1809 e
A,L0008,KM2,AL032	: 	: 	: 	: 	: 	: 	: 	: 	2863 e	2863 e	2863 e	2863 e
A,L0008,KM2,AL033	: 	: 	: 	: 	: 	: 	: 	: 	2629 e	2629 e	2629 e	2629 e
A,L0008,KM2,AL034	: 	: 	: 	: 	: 	: 	: 	: 	1787 e	1787 e	1787 e	1787 e
A,L0008,KM2,AL035	: 	: 	: 	: 	: 	: 	: 	: 	3575 e	3575 e	3575 e	3575 e
A,L0008,KM2,BG422	5466 	5466 	5466 	5466 	5466 	5466 	5466 	5466 	5466 	5466 	5466 	5466 
A,L0008,KM2,BG423	4390 	4390 	4390 	4390 	4390 	4390 	4390 	4390 	4390 	4390 	4390 	4390 
A,L0008,KM2,BG424	3190 	3190 	3190 	3190 	3190 	3190 	3190 	3190 	3190 	3190 	3190 	3190 
A,L0008,KM2,BG425	3166 	3166 	3166 	3166 	3166 	3166 	3166 	3166 	3166 	3166 	3166 	3166 
A,L0008,KM2,CH	39860 	39860 	39860 	39860 	39860 	39860 	39860 	39860 	39860 	39860 	39860 	39860 
A,L0008,KM2,CH0	39860 	39860 	39860 	39860 	39860 	39860 	39860 	39860 	39860 	39860 	39860 	39860 
A,L0008,KM2,CH01	8257 	8257 	8257 	8257 	8257 	8256 	8256 	8256 	8256 	8256 	8256 	8256 
A,L0008,KM2,CH011	2819 	2819 	2819 	2819 	2819 	2819 	2819 	2819 	2819 	2819 	2819 	2819 
A,L0008,KM2,CH012	5194 	5194 	5194 	5194 	5194 	5194 	5194 	5194 	5194 	5194 	5194 	5194 
A,L0008,KM2,CH013	243 	243 	243 	243 	243 	243 	243 	243 	243 	243 	243 	243 
A,L0008,KM2,CH02	9752 	9752 	9752 	9752 	9752 	9752 	9752 	9752 	9752 	9752 	9752 	9752 
A,L0008,KM2,CH021	5823 	5823 	5823 	5823 	5823 	5823 	5823 	5823 	5823 	5823 	5823 	5823 
A,L0008,KM2,CH022	1589 	1589 	1589 	1589 	1589 	1589 	1589 	1589 	1589 	1589 	1589 	1589 
A,L0008,KM2,CH023	786 	786 	786 	786 	786 	786 	786 	786 	786 	786 	786 	786 
A,L0008,KM2,CH024	715 	715 	715 	715 	715 	715 	715 	715 	715 	715 	715 	715 
A,L0008,KM2,CH025	839 	839 	839 	839 	839 	839 	839 	839 	839 	839 	839 	839 
A,L0008,KM2,CH03	1934 	1934 	1934 	1934 	1934 	1934 	1934 	1934 	1934 	1934 	1934 	1934 
A,L0008,KM2,CH031	36 	36 	36 	36 	36 	36 	36 	36 	36 	36 	36 	36 
A,L0008,KM2,CH032	516 	516 	516 	516 	516 	516 	516 	516 	516 	516 	516 	516 
A,L0008,KM2,CH033	1382 	1382 	1382 	1382 	1382 	1382 	1382 	1382 	1382 	1382 	1382 	1382 
A,L0008,KM2,CH04	1654 	1654 	1654 	1654 	1654 	1654 	1654 	1654 	1654 	1654 	1654 	1654 
A,L0008,KM2,CH040	1654 	1654 	1654 	1654 	1654 	1654 	1654 	1654 	1654 	1654 	1654 	1654 
A,L0008,KM2,CH05	11278 	11278 	11278 	11278 	11278 	11278 	11278 	11278 	11278 	11278 	11278 	11278 
A,L0008,KM2,CH051	676 	676 	676 	676 	676 	676 	676 	676 	676 	676 	676 	676 
A,L0008,KM2,CH052	296 	296 	296 	296 	296 	296 	296 	296 	296 	296 	296 	296 
A,L0008,KM2,CH053	243 	243 	243 	243 	243 	243 	243 	243 	243 	243 	243 	243 
A,L0008,KM2,CH054	172 	172 	172 	172 	172 	172 	172 	172 	172 	172 	172 	172 
A,L0008,KM2,CH055	1947 	1947 	1947 	1947 	1947 	1947 	1947 	1947 	1947 	1947 	1947 	1947 
A,L0008,KM2,CH056	7084 	7084 	7084 	7084 	7084 	7084 	7084 	7084 	7084 	7084 	7084 	7084 
A,L0008,KM2,CH057	860 	860 	860 	860 	860 	860 	860 	860 	860 	860 	860 	860 
A,L0008,KM2,CH06	4253 	4253 	4253 	4253 	4253 	4253 	4253 	4253 	4253 	4253 	4253 	4253 
A,L0008,KM2,CH061	1428 	1428 	1428 	1428 	1428 	1428 	1428 	1428 	1428 	1428 	1428 	1428 
A,L0008,KM2,CH062	1055 	1055 	1055 	1055 	1055 	1055 	1055 	1055 	1055 	1055 	1055 	1055 
A,L0008,KM2,CH063	843 	843 	843 	843 	843 	843 	843 	843 	843 	843 	843 	843 
A,L0008,KM2,CH064	478 	478 	478 	478 	478 	478 	478 	478 	478 	478 	478 	478 
A,L0008,KM2,CH065	241 	241 	241 	241 	241 	241 	241 	241 	241 	241 	241 	241 
A,L0008,KM2,CH066	208 	208 	208 	208 	208 	208 	208 	208 	208 	208 	208 	208 
A,L0008,KM2,CH07	2733 	2733 	2733 	2733 	2733 	2733 	2733 	2733 	2733 	2733 	2733 	2733 
A,L0008,KM2,CH070	2733 	2733 	2733 	2733 	2733 	2733 	2733 	2733 	2733 	2733 	2733 	2733 
A,L0008,KM2,CY	9213 	9213 	9213 	9213 	9213 	9213 	9213 	9213 	9213 	9213 	9213 	9213 
A,L0008,KM2,CY0	9213 	9213 	9213 	9213 	9213 	9213 	9213 	9213 	9213 	9213 	9213 	9213 
A,L0008,KM2,CY00	9213 	9213 	9213 	9213 	9213 	9213 	9213 	9213 	9213 	9213 	9213 	9213 
A,L0008,KM2,CY000	9213 	9213 	9213 	9213 	9213 	9213 	9213 	9213 	9213 	9213 	9213 	9213 
A,L0008,KM2,CZ	77212 	77212 	77212 	77212 	77212 	77212 	77212 	77212 	77212 	77212 	77212 	77212 
A,L0008,KM2,CZ0	77212 	77212 	77212 	77212 	77212 	77212 	77212 	77212 	77212 	77212 	77212 	77212 
A,L0008,KM2,CZ01	485 	485 	485 	485 	485 	485 	485 	485 	485 	485 	485 	485 
A,L0008,KM2,CZ010	485 	485 	485 	485 	485 	485 	485 	485 	485 	485 	485 	485 
A,L0008,KM2,CZ02	10719 	10719 	10719 	10719 	10719 	10719 	10719 	10719 	10719 	10719 	10719 	10719 
A,L0008,KM2,CZ020	10719 	10719 	10719 	10719 	10719 	10719 	10719 	10719 	10719 	10719 	10719 	10719 
A,L0008,KM2,CZ03	17140 	17140 	17140 	17140 	17140 	17141 	17141 	17141 	17141 	17141 	17141 	17141 
A,L0008,KM2,CZ031	9614 	9614 	9614 	9614 	9614 	9614 	9614 	9614 	9614 	9614 	9614 	9614 
A,L0008,KM2,CZ032	7527 	7527 	7527 	7527 	7527 	7527 	7527 	7527 	7527 	7527 	7527 	7527 
A,L0008,KM2,CZ04	8474 	8474 	8474 	8474 	8474 	8474 	8474 	8474 	8474 	8474 	8474 	8474 
A,L0008,KM2,CZ041	3240 	3240 	3240 	3240 	3240 	3240 	3240 	3240 	3240 	3240 	3240 	3240 
A,L0008,KM2,CZ042	5234 	5234 	5234 	5234 	5234 	5234 	5234 	5234 	5234 	5234 	5234 	5234 
A,L0008,KM2,CZ05	12252 	12252 	12252 	12252 	12252 	12252 	12252 	12252 	12252 	12252 	12252 	12252 
A,L0008,KM2,CZ051	3115 	3115 	3115 	3115 	3115 	3115 	3115 	3115 	3115 	3115 	3115 	3115 
A,L0008,KM2,CZ052	4683 	4683 	4683 	4683 	4683 	4683 	4683 	4683 	4683 	4683 	4683 	4683 
A,L0008,KM2,CZ053	4454 	4454 	4454 	4454 	4454 	4454 	4454 	4454 	4454 	4454 	4454 	4454 
A,L0008,KM2,CZ06	13705 	13705 	13705 	13705 	13705 	13706 	13706 	13706 	13706 	13706 	13706 	13706 
A,L0008,KM2,CZ063	6674 	6674 	6674 	6674 	6674 	6674 	6674 	6674 	6674 	6674 	6674 	6674 
A,L0008,KM2,CZ064	7032 	7032 	7032 	7032 	7032 	7032 	7032 	7032 	7032 	7032 	7032 	7032 
A,L0008,KM2,CZ07	9122 	9122 	9122 	9122 	9122 	9121 	9121 	9121 	9121 	9121 	9121 	9121 
A,L0008,KM2,CZ071	5212 	5212 	5212 	5212 	5212 	5212 	5212 	5212 	5212 	5212 	5212 	5212 
A,L0008,KM2,CZ072	3909 	3909 	3909 	3909 	3909 	3909 	3909 	3909 	3909 	3909 	3909 	3909 
A,L0008,KM2,CZ08	5314 	5314 	5314 	5314 	5314 	5314 	5314 	5314 	5314 	5314 	5314 	5314 
A,L0008,KM2,CZ080	5314 	5314 	5314 	5314 	5314 	5314 	5314 	5314 	5314 	5314 	5314 	5314 
A,L0008,KM2,DE	353292 e	353292 e	353292 e	353292 e	353292 e	353296 	353296 	353296 	353296 	353296 	353296 	353260 
A,L0008,KM2,DE1	35357 e	35357 e	35357 e	35357 e	35357 e	35354 	35354 	35354 	35354 	35354 	35354 	35354 
A,L0008,KM2,DE11	10549 e	10549 e	10549 e	10549 e	10549 e	10549 	10549 	10549 	10549 	10549 	10549 	10549 
A,L0008,KM2,DE111	206 e	206 e	206 e	206 e	206 e	206 	206 	206 	206 	206 	206 	206 
A,L0008,KM2,DE112	618 e	618 e	618 e	618 e	618 e	618 	618 	618 	618 	618 	618 	618 
A,L0008,KM2,DE113	641 e	641 e	641 e	641 e	641 e	641 	641 	641 	641 	641 	641 	641 
A,L0008,KM2,DE114	642 e	642 e	642 e	642 e	642 e	642 	642 	642 	642 	642 	642 	642 
A,L0008,KM2,DE115	685 e	685 e	685 e	685 e	685 e	685 	685 	685 	685 	685 	685 	685 
A,L0008,KM2,DE116	858 e	858 e	858 e	858 e	858 e	858 	858 	858 	858 	858 	858 	858 
A,L0008,KM2,DE117	100 e	100 e	100 e	100 e	100 e	100 	100 	100 	100 	100 	100 	100 
A,L0008,KM2,DE118	1098 e	1098 e	1098 e	1098 e	1098 e	1098 	1098 	1098 	1098 	1098 	1098 	1098 
A,L0008,KM2,DE119	777 e	777 e	777 e	777 e	777 e	777 	777 	777 	777 	777 	777 	777 
A,L0008,KM2,DE11A	1484 e	1484 e	1484 e	1484 e	1484 e	1484 	1484 	1484 	1484 	1484 	1484 	1484 
A,L0008,KM2,DE11B	1303 e	1303 e	1303 e	1303 e	1303 e	1303 	1303 	1303 	1303 	1303 	1303 	1303 
A,L0008,KM2,DE11C	627 e	627 e	627 e	627 e	627 e	627 	627 	627 	627 	627 	627 	627 
A,L0008,KM2,DE11D	1510 e	1510 e	1510 e	1510 e	1510 e	1510 	1510 	1510 	1510 	1510 	1510 	1510 
A,L0008,KM2,DE12	6861 e	6861 e	6861 e	6861 e	6861 e	6860 	6860 	6860 	6860 	6860 	6860 	6860 
A,L0008,KM2,DE121	139 e	139 e	139 e	139 e	139 e	139 	139 	139 	139 	139 	139 	139 
A,L0008,KM2,DE122	169 e	169 e	169 e	169 e	169 e	169 	169 	169 	169 	169 	169 	169 
A,L0008,KM2,DE123	1067 e	1067 e	1067 e	1067 e	1067 e	1067 	1067 	1067 	1067 	1067 	1067 	1067 
A,L0008,KM2,DE124	723 e	723 e	723 e	723 e	723 e	723 	723 	723 	723 	723 	723 	723 
A,L0008,KM2,DE125	107 e	107 e	107 e	107 e	107 e	107 	107 	107 	107 	107 	107 	107 
A,L0008,KM2,DE126	140 e	140 e	140 e	140 e	140 e	140 	140 	140 	140 	140 	140 	140 
A,L0008,KM2,DE127	1123 e	1123 e	1123 e	1123 e	1123 e	1123 	1123 	1123 	1123 	1123 	1123 	1123 
A,L0008,KM2,DE128	1054 e	1054 e	1054 e	1054 e	1054 e	1054 	1054 	1054 	1054 	1054 	1054 	1054 
A,L0008,KM2,DE129	98 e	98 e	98 e	98 e	98 e	98 	98 	98 	98 	98 	98 	98 
A,L0008,KM2,DE12A	797 e	797 e	797 e	797 e	797 e	797 	797 	797 	797 	797 	797 	797 
A,L0008,KM2,DE12B	574 e	574 e	574 e	574 e	574 e	574 	574 	574 	574 	574 	574 	574 
A,L0008,KM2,DE12C	869 e	869 e	869 e	869 e	869 e	869 	869 	869 	869 	869 	869 	869 
A,L0008,KM2,DE13	9263 e	9263 e	9263 e	9263 e	9263 e	9262 	9262 	9262 	9262 	9262 	9262 	9262 
A,L0008,KM2,DE131	153 e	153 e	153 e	153 e	153 e	153 	153 	153 	153 	153 	153 	153 
A,L0008,KM2,DE132	1366 e	1366 e	1366 e	1366 e	1366 e	1366 	1366 	1366 	1366 	1366 	1366 	1366 
A,L0008,KM2,DE133	677 e	677 e	677 e	677 e	677 e	677 	677 	677 	677 	677 	677 	677 
A,L0008,KM2,DE134	1843 e	1843 e	1843 e	1843 e	1843 e	1843 	1843 	1843 	1843 	1843 	1843 	1843 
A,L0008,KM2,DE135	769 e	769 e	769 e	769 e	769 e	769 	769 	769 	769 	769 	769 	769 
A,L0008,KM2,DE136	1024 e	1024 e	1024 e	1024 e	1024 e	1024 	1024 	1024 	1024 	1024 	1024 	1024 
A,L0008,KM2,DE137	734 e	734 e	734 e	734 e	734 e	734 	734 	734 	734 	734 	734 	734 
A,L0008,KM2,DE138	770 e	770 e	770 e	770 e	770 e	770 	770 	770 	770 	770 	770 	770 
A,L0008,KM2,DE139	802 e	802 e	802 e	802 e	802 e	802 	802 	802 	802 	802 	802 	802 
A,L0008,KM2,DE13A	1124 e	1124 e	1124 e	1124 e	1124 e	1124 	1124 	1124 	1124 	1124 	1124 	1124 
A,L0008,KM2,DE14	8683 e	8683 e	8683 e	8683 e	8683 e	8683 	8683 	8683 	8683 	8683 	8683 	8683 
A,L0008,KM2,DE141	1092 e	1092 e	1092 e	1092 e	1092 e	1092 	1092 	1092 	1092 	1092 	1092 	1092 
A,L0008,KM2,DE142	518 e	518 e	518 e	518 e	518 e	518 	518 	518 	518 	518 	518 	518 
A,L0008,KM2,DE143	918 e	918 e	918 e	918 e	918 e	918 	918 	918 	918 	918 	918 	918 
A,L0008,KM2,DE144	119 e	119 e	119 e	119 e	119 e	119 	119 	119 	119 	119 	119 	119 
A,L0008,KM2,DE145	1356 e	1356 e	1356 e	1356 e	1356 e	1356 	1356 	1356 	1356 	1356 	1356 	1356 
A,L0008,KM2,DE146	1406 e	1406 e	1406 e	1406 e	1406 e	1406 	1406 	1406 	1406 	1406 	1406 	1406 
A,L0008,KM2,DE147	446 e	446 e	446 e	446 e	446 e	446 	446 	446 	446 	446 	446 	446 
A,L0008,KM2,DE148	1628 e	1628 e	1628 e	1628 e	1628 e	1628 	1628 	1628 	1628 	1628 	1628 	1628 
A,L0008,KM2,DE149	1200 e	1200 e	1200 e	1200 e	1200 e	1200 	1200 	1200 	1200 	1200 	1200 	1200 
A,L0008,KM2,DE2	69899 e	69899 e	69899 e	69899 e	69899 e	69900 	69900 	69900 	69900 	69900 	69900 	69900 
A,L0008,KM2,DE21	17186 e	17186 e	17186 e	17186 e	17186 e	17187 	17187 	17187 	17187 	17187 	17187 	17187 
A,L0008,KM2,DE211	130 e	130 e	130 e	130 e	130 e	130 	130 	130 	130 	130 	130 	130 
A,L0008,KM2,DE212	310 e	310 e	310 e	310 e	310 e	310 	310 	310 	310 	310 	310 	310 
A,L0008,KM2,DE213	37 e	37 e	37 e	37 e	37 e	37 	37 	37 	37 	37 	37 	37 
A,L0008,KM2,DE214	563 e	563 e	563 e	563 e	563 e	563 	563 	563 	563 	563 	563 	563 
A,L0008,KM2,DE215	832 e	832 e	832 e	832 e	832 e	832 	832 	832 	832 	832 	832 	832 
A,L0008,KM2,DE216	1085 e	1085 e	1085 e	1085 e	1085 e	1085 	1085 	1085 	1085 	1085 	1085 	1085 
A,L0008,KM2,DE217	578 e	578 e	578 e	578 e	578 e	578 	578 	578 	578 	578 	578 	578 
A,L0008,KM2,DE218	547 e	547 e	547 e	547 e	547 e	547 	547 	547 	547 	547 	547 	547 
A,L0008,KM2,DE219	1211 e	1211 e	1211 e	1211 e	1211 e	1211 	1211 	1211 	1211 	1211 	1211 	1211 
A,L0008,KM2,DE21A	870 e	870 e	870 e	870 e	870 e	870 	870 	870 	870 	870 	870 	870 
A,L0008,KM2,DE21B	797 e	797 e	797 e	797 e	797 e	797 	797 	797 	797 	797 	797 	797 
A,L0008,KM2,DE21C	435 e	435 e	435 e	435 e	435 e	435 	435 	435 	435 	435 	435 	435 
A,L0008,KM2,DE21D	1000 e	1000 e	1000 e	1000 e	1000 e	1000 	1000 	1000 	1000 	1000 	1000 	1000 
A,L0008,KM2,DE21E	749 e	749 e	749 e	749 e	749 e	749 	749 	749 	749 	749 	749 	749 
A,L0008,KM2,DE21F	854 e	854 e	854 e	854 e	854 e	854 	854 	854 	854 	854 	854 	854 
A,L0008,KM2,DE21G	801 e	801 e	801 e	801 e	801 e	801 	801 	801 	801 	801 	801 	801 
A,L0008,KM2,DE21H	658 e	658 e	658 e	658 e	658 e	658 	658 	658 	658 	658 	658 	658 
A,L0008,KM2,DE21I	732 e	732 e	732 e	732 e	732 e	732 	732 	732 	732 	732 	732 	732 
A,L0008,KM2,DE21J	754 e	754 e	754 e	754 e	754 e	754 	754 	754 	754 	754 	754 	754 
A,L0008,KM2,DE21K	1416 e	1416 e	1416 e	1416 e	1416 e	1416 	1416 	1416 	1416 	1416 	1416 	1416 
A,L0008,KM2,DE21L	425 e	425 e	425 e	425 e	425 e	425 	425 	425 	425 	425 	425 	425 
A,L0008,KM2,DE21M	1447 e	1447 e	1447 e	1447 e	1447 e	1447 	1447 	1447 	1447 	1447 	1447 	1447 
A,L0008,KM2,DE21N	956 e	956 e	956 e	956 e	956 e	956 	956 	956 	956 	956 	956 	956 
A,L0008,KM2,DE22	10256 e	10256 e	10256 e	10256 e	10256 e	10256 	10256 	10256 	10256 	10256 	10256 	10256 
A,L0008,KM2,DE221	66 e	66 e	66 e	66 e	66 e	66 	66 	66 	66 	66 	66 	66 
A,L0008,KM2,DE222	65 e	65 e	65 e	65 e	65 e	65 	65 	65 	65 	65 	65 	65 
A,L0008,KM2,DE223	65 e	65 e	65 e	65 e	65 e	65 	65 	65 	65 	65 	65 	65 
A,L0008,KM2,DE224	850 e	850 e	850 e	850 e	850 e	850 	850 	850 	850 	850 	850 	850 
A,L0008,KM2,DE225	984 e	984 e	984 e	984 e	984 e	984 	984 	984 	984 	984 	984 	984 
A,L0008,KM2,DE226	1059 e	1059 e	1059 e	1059 e	1059 e	1059 	1059 	1059 	1059 	1059 	1059 	1059 
A,L0008,KM2,DE227	1343 e	1343 e	1343 e	1343 e	1343 e	1343 	1343 	1343 	1343 	1343 	1343 	1343 
A,L0008,KM2,DE228	1516 e	1516 e	1516 e	1516 e	1516 e	1516 	1516 	1516 	1516 	1516 	1516 	1516 
A,L0008,KM2,DE229	973 e	973 e	973 e	973 e	973 e	973 	973 	973 	973 	973 	973 	973 
A,L0008,KM2,DE22A	1275 e	1275 e	1275 e	1275 e	1275 e	1275 	1275 	1275 	1275 	1275 	1275 	1275 
A,L0008,KM2,DE22B	1188 e	1188 e	1188 e	1188 e	1188 e	1188 	1188 	1188 	1188 	1188 	1188 	1188 
A,L0008,KM2,DE22C	872 e	872 e	872 e	872 e	872 e	872 	872 	872 	872 	872 	872 	872 
A,L0008,KM2,DE23	9644 e	9644 e	9644 e	9644 e	9644 e	9645 	9645 	9645 	9645 	9645 	9645 	9645 
A,L0008,KM2,DE231	50 e	50 e	50 e	50 e	50 e	50 	50 	50 	50 	50 	50 	50 
A,L0008,KM2,DE232	79 e	79 e	79 e	79 e	79 e	79 	79 	79 	79 	79 	79 	79 
A,L0008,KM2,DE233	71 e	71 e	71 e	71 e	71 e	71 	71 	71 	71 	71 	71 	71 
A,L0008,KM2,DE234	1255 e	1255 e	1255 e	1255 e	1255 e	1255 	1255 	1255 	1255 	1255 	1255 	1255 
A,L0008,KM2,DE235	1517 e	1517 e	1517 e	1517 e	1517 e	1517 	1517 	1517 	1517 	1517 	1517 	1517 
A,L0008,KM2,DE236	1344 e	1344 e	1344 e	1344 e	1344 e	1344 	1344 	1344 	1344 	1344 	1344 	1344 
A,L0008,KM2,DE237	1422 e	1422 e	1422 e	1422 e	1422 e	1422 	1422 	1422 	1422 	1422 	1422 	1422 
A,L0008,KM2,DE238	1380 e	1380 e	1380 e	1380 e	1380 e	1380 	1380 	1380 	1380 	1380 	1380 	1380 
A,L0008,KM2,DE239	1447 e	1447 e	1447 e	1447 e	1447 e	1447 	1447 	1447 	1447 	1447 	1447 	1447 
A,L0008,KM2,DE23A	1080 e	1080 e	1080 e	1080 e	1080 e	1080 	1080 	1080 	1080 	1080 	1080 	1080 
A,L0008,KM2,DE24	7216 e	7216 e	7216 e	7216 e	7216 e	7217 	7217 	7217 	7217 	7217 	7217 	7217 
A,L0008,KM2,DE241	55 e	55 e	55 e	55 e	55 e	55 	55 	55 	55 	55 	55 	55 
A,L0008,KM2,DE242	67 e	67 e	67 e	67 e	67 e	67 	67 	67 	67 	67 	67 	67 
A,L0008,KM2,DE243	48 e	48 e	48 e	48 e	48 e	48 	48 	48 	48 	48 	48 	48 
A,L0008,KM2,DE244	57 e	57 e	57 e	57 e	57 e	57 	57 	57 	57 	57 	57 	57 
A,L0008,KM2,DE245	1161 e	1161 e	1161 e	1161 e	1161 e	1161 	1161 	1161 	1161 	1161 	1161 	1161 
A,L0008,KM2,DE246	1274 e	1274 e	1274 e	1274 e	1274 e	1274 	1274 	1274 	1274 	1274 	1274 	1274 
A,L0008,KM2,DE247	590 e	590 e	590 e	590 e	590 e	590 	590 	590 	590 	590 	590 	590 
A,L0008,KM2,DE248	642 e	642 e	642 e	642 e	642 e	642 	642 	642 	642 	642 	642 	642 
A,L0008,KM2,DE249	891 e	891 e	891 e	891 e	891 e	891 	891 	891 	891 	891 	891 	891 
A,L0008,KM2,DE24A	651 e	651 e	651 e	651 e	651 e	651 	651 	651 	651 	651 	651 	651 
A,L0008,KM2,DE24B	658 e	658 e	658 e	658 e	658 e	658 	658 	658 	658 	658 	658 	658 
A,L0008,KM2,DE24C	517 e	517 e	517 e	517 e	517 e	517 	517 	517 	517 	517 	517 	517 
A,L0008,KM2,DE24D	606 e	606 e	606 e	606 e	606 e	606 	606 	606 	606 	606 	606 	606 
A,L0008,KM2,DE25	7216 e	7216 e	7216 e	7216 e	7216 e	7214 	7214 	7214 	7214 	7214 	7214 	7214 
A,L0008,KM2,DE251	100 e	100 e	100 e	100 e	100 e	100 	100 	100 	100 	100 	100 	100 
A,L0008,KM2,DE252	76 e	76 e	76 e	76 e	76 e	76 	76 	76 	76 	76 	76 	76 
A,L0008,KM2,DE253	63 e	63 e	63 e	63 e	63 e	63 	63 	63 	63 	63 	63 	63 
A,L0008,KM2,DE254	185 e	185 e	185 e	185 e	185 e	185 	185 	185 	185 	185 	185 	185 
A,L0008,KM2,DE255	41 e	41 e	41 e	41 e	41 e	41 	41 	41 	41 	41 	41 	41 
A,L0008,KM2,DE256	1971 e	1971 e	1971 e	1971 e	1971 e	1971 	1971 	1971 	1971 	1971 	1971 	1971 
A,L0008,KM2,DE257	558 e	558 e	558 e	558 e	558 e	558 	558 	558 	558 	558 	558 	558 
A,L0008,KM2,DE258	307 e	307 e	307 e	307 e	307 e	307 	307 	307 	307 	307 	307 	307 
A,L0008,KM2,DE259	799 e	799 e	799 e	799 e	799 e	799 	799 	799 	799 	799 	799 	799 
A,L0008,KM2,DE25A	1267 e	1267 e	1267 e	1267 e	1267 e	1267 	1267 	1267 	1267 	1267 	1267 	1267 
A,L0008,KM2,DE25B	891 e	891 e	891 e	891 e	891 e	891 	891 	891 	891 	891 	891 	891 
A,L0008,KM2,DE25C	956 e	956 e	956 e	956 e	956 e	956 	956 	956 	956 	956 	956 	956 
A,L0008,KM2,DE26	8496 e	8496 e	8496 e	8496 e	8496 e	8495 	8495 	8495 	8495 	8495 	8495 	8495 
A,L0008,KM2,DE261	61 e	61 e	61 e	61 e	61 e	61 	61 	61 	61 	61 	61 	61 
A,L0008,KM2,DE262	35 e	35 e	35 e	35 e	35 e	35 	35 	35 	35 	35 	35 	35 
A,L0008,KM2,DE263	87 e	87 e	87 e	87 e	87 e	87 	87 	87 	87 	87 	87 	87 
A,L0008,KM2,DE264	695 e	695 e	695 e	695 e	695 e	695 	695 	695 	695 	695 	695 	695 
A,L0008,KM2,DE265	1137 e	1137 e	1137 e	1137 e	1137 e	1137 	1137 	1137 	1137 	1137 	1137 	1137 
A,L0008,KM2,DE266	1022 e	1022 e	1022 e	1022 e	1022 e	1022 	1022 	1022 	1022 	1022 	1022 	1022 
A,L0008,KM2,DE267	951 e	951 e	951 e	951 e	951 e	951 	951 	951 	951 	951 	951 	951 
A,L0008,KM2,DE268	681 e	681 e	681 e	681 e	681 e	681 	681 	681 	681 	681 	681 	681 
A,L0008,KM2,DE269	708 e	708 e	708 e	708 e	708 e	708 	708 	708 	708 	708 	708 	708 
A,L0008,KM2,DE26A	1313 e	1313 e	1313 e	1313 e	1313 e	1313 	1313 	1313 	1313 	1313 	1313 	1313 
A,L0008,KM2,DE26B	838 e	838 e	838 e	838 e	838 e	838 	838 	838 	838 	838 	838 	838 
A,L0008,KM2,DE26C	967 e	967 e	967 e	967 e	967 e	967 	967 	967 	967 	967 	967 	967 
A,L0008,KM2,DE27	9885 e	9885 e	9885 e	9885 e	9885 e	9886 	9886 	9886 	9886 	9886 	9886 	9886 
A,L0008,KM2,DE271	147 e	147 e	147 e	147 e	147 e	147 	147 	147 	147 	147 	147 	147 
A,L0008,KM2,DE272	40 e	40 e	40 e	40 e	40 e	40 	40 	40 	40 	40 	40 	40 
A,L0008,KM2,DE273	63 e	63 e	63 e	63 e	63 e	63 	63 	63 	63 	63 	63 	63 
A,L0008,KM2,DE274	70 e	70 e	70 e	70 e	70 e	70 	70 	70 	70 	70 	70 	70 
A,L0008,KM2,DE275	778 e	778 e	778 e	778 e	778 e	778 	778 	778 	778 	778 	778 	778 
A,L0008,KM2,DE276	1070 e	1070 e	1070 e	1070 e	1070 e	1070 	1070 	1070 	1070 	1070 	1070 	1070 
A,L0008,KM2,DE277	780 e	780 e	780 e	780 e	780 e	780 	780 	780 	780 	780 	780 	780 
A,L0008,KM2,DE278	757 e	757 e	757 e	757 e	757 e	757 	757 	757 	757 	757 	757 	757 
A,L0008,KM2,DE279	512 e	512 e	512 e	512 e	512 e	512 	512 	512 	512 	512 	512 	512 
A,L0008,KM2,DE27A	284 e	284 e	284 e	284 e	284 e	284 	284 	284 	284 	284 	284 	284 
